unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"BA558B33-6261-76EF-E053-6B04A8C0B4B7","1850000","2020-12-04","E1 6AN","O","N","F","","12","BRUSHFIELD STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/BA558B33-6261-76EF-E053-6B04A8C0B4B7/current"
"47844C80-9E76-8986-E050-A8C063056488","55000","2017-01-12","E1 6AN","O","N","L","","GROUND FLOOR AND BASEMENT, 14","BRUSHFIELD STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/47844C80-9E76-8986-E050-A8C063056488/current"
"2D1E4B27-14F0-FCD1-E050-A8C0630544EC","175000","2016-01-25","E1 7AA","O","N","L","","3","MIDDLESEX STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/2D1E4B27-14F0-FCD1-E050-A8C0630544EC/current"
"5CF9903C-CF4F-7F13-E053-6C04A8C074B1","375000","2017-10-20","E1 7BH","O","N","L","","9","STONEY LANE","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/5CF9903C-CF4F-7F13-E053-6C04A8C074B1/current"
"38EDC0C3-90F6-0F63-E063-4704A8C00424","30000","2023-12-13","E1 7DA","O","N","L","","99","MIDDLESEX STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-90F6-0F63-E063-4704A8C00424/current"
"AE4D86D4-B051-4619-E053-6C04A8C03CD0","4800000","2020-06-15","E1 7DJ","O","N","F","","3","CUTLER STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/AE4D86D4-B051-4619-E053-6C04A8C03CD0/current"
"98C75472-BC8D-72E9-E053-6B04A8C042F0","5150000","2019-11-13","E1 7DJ","O","N","F","","3","CUTLER STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/98C75472-BC8D-72E9-E053-6B04A8C042F0/current"
"DBA933FA-80B2-669D-E053-6B04A8C0AD56","595000","2021-05-12","E1 7EB","O","N","L","","414","PETTICOAT SQUARE","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/DBA933FA-80B2-669D-E053-6B04A8C0AD56/current"
"C6209F5F-981C-295E-E053-6C04A8C0DDCC","540000","2021-03-12","E1 7EB","F","N","L","","420","PETTICOAT SQUARE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/C6209F5F-981C-295E-E053-6C04A8C0DDCC/current"
"47844C80-16FB-8986-E050-A8C063056488","540000","2017-01-05","E1 7EB","F","N","L","","425","PETTICOAT SQUARE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/47844C80-16FB-8986-E050-A8C063056488/current"
"FAC30767-DA5F-5E20-E053-4704A8C004EE","550000","2023-03-17","E1 7EB","F","N","L","","449","PETTICOAT SQUARE","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/FAC30767-DA5F-5E20-E053-4704A8C004EE/current"
"BA558B33-8064-76EF-E053-6B04A8C0B4B7","460000","2020-11-27","E1 7EB","F","N","L","","462","PETTICOAT SQUARE","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/BA558B33-8064-76EF-E053-6B04A8C0B4B7/current"
"D4D42646-122A-27F6-E053-6C04A8C0A572","450000","2021-06-28","E1 7EB","F","N","L","","464","PETTICOAT SQUARE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D4D42646-122A-27F6-E053-6C04A8C0A572/current"
"D707E535-A9CB-0AD9-E053-6B04A8C067CC","381000","2021-12-16","E1 7EE","F","N","L","10A","PETTICOAT TOWER","PETTICOAT SQUARE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D707E535-A9CB-0AD9-E053-6B04A8C067CC/current"
"42A5A709-7E0C-56E8-E050-A8C06205331E","470000","2016-11-04","E1 7EE","F","N","L","12A","PETTICOAT TOWER","PETTICOAT SQUARE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/42A5A709-7E0C-56E8-E050-A8C06205331E/current"
"404A5AF3-C7AE-CD2B-E050-A8C063055C7B","500000","2016-09-23","E1 7EE","F","N","L","13A","PETTICOAT TOWER","PETTICOAT SQUARE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/404A5AF3-C7AE-CD2B-E050-A8C063055C7B/current"
"FD226036-0DDD-4CB7-E053-4804A8C00430","385000","2023-04-06","E1 7EE","F","N","L","9A","PETTICOAT TOWER","PETTICOAT SQUARE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FD226036-0DDD-4CB7-E053-4804A8C00430/current"
"98C75472-1E0D-72E9-E053-6B04A8C042F0","321500","2019-05-10","E1 7EF","F","N","L","","22B PETTICOAT TOWER","PETTICOAT SQUARE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/98C75472-1E0D-72E9-E053-6B04A8C042F0/current"
"152AB734-0143-E651-E063-4704A8C061D9","623000","2023-10-31","E1 7ES","F","N","L","FLAT 1","WHITE ROSE COURT","WIDEGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/152AB734-0143-E651-E063-4704A8C061D9/current"
"31FB4C17-AE67-57B9-E050-A8C063053436","600000","2016-03-23","E1 7ES","F","N","L","FLAT 1","WHITE ROSE COURT","WIDEGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/31FB4C17-AE67-57B9-E050-A8C063053436/current"
"2ACACE8C-8791-295E-E063-4804A8C0B0EB","515000","2024-08-23","E1 7ES","F","N","L","FLAT 3","WHITE ROSE COURT","WIDEGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8C-8791-295E-E063-4804A8C0B0EB/current"
"12A8BAB6-6F1B-2125-E063-4804A8C08CC1","575000","2023-11-14","E1 7ES","F","N","L","FLAT 5","WHITE ROSE COURT","WIDEGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/12A8BAB6-6F1B-2125-E063-4804A8C08CC1/current"
"FAC30766-CCE5-5E20-E053-4704A8C004EE","775000","2021-06-18","E1 7HP","F","N","L","FLAT 1","17 - 18","WIDEGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FAC30766-CCE5-5E20-E053-4704A8C004EE/current"
"55BDCAE5-8A57-521D-E053-6B04A8C0DD7A","1420000","2017-07-05","E1 7HP","F","N","L","FLAT 1-3","20","WIDEGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/55BDCAE5-8A57-521D-E053-6B04A8C0DD7A/current"
"47844C7F-56A2-8986-E050-A8C063056488","565000","2016-12-02","E1 7HP","F","N","L","FLAT 1-3","20","WIDEGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/47844C7F-56A2-8986-E050-A8C063056488/current"
"3E0330EF-526B-8D89-E050-A8C062052140","420000","2016-08-25","E1 7HP","F","N","L","FLAT 1-3","20","WIDEGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/3E0330EF-526B-8D89-E050-A8C062052140/current"
"E7B085FD-4039-7E31-E053-6C04A8C0E67F","1800000","2022-04-27","E1 7HP","O","N","F","","20","WIDEGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/E7B085FD-4039-7E31-E053-6C04A8C0E67F/current"
"0B85394F-8BD1-69A5-E063-4704A8C07DAC","617500","2023-09-18","E1 7HW","F","N","L","FLAT 2","SANDYS ROW APARTMENTS, 2 - 3","SANDYS ROW","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0B85394F-8BD1-69A5-E063-4704A8C07DAC/current"
"5376B385-043A-34C1-E053-6B04A8C09FF6","595000","2017-03-03","E1 7HW","F","N","L","FLAT 2","SANDYS ROW APARTMENTS, 2 - 3","SANDYS ROW","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/5376B385-043A-34C1-E053-6B04A8C09FF6/current"
"55BDCAE5-8B6B-521D-E053-6B04A8C0DD7A","595000","2017-03-31","E1 7HW","F","N","L","FLAT 4","SANDYS ROW APARTMENTS, 2 - 3","SANDYS ROW","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/55BDCAE5-8B6B-521D-E053-6B04A8C0DD7A/current"
"FAC30766-CE74-5E20-E053-4704A8C004EE","840000","2022-06-10","E1 7HW","F","N","L","","FLAT 2, 6","SANDYS ROW","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FAC30766-CE74-5E20-E053-4704A8C004EE/current"
"0E082196-B062-5C09-E063-4704A8C0A10E","1150000","2022-09-27","E1 7HW","F","N","L","FLAT 3","6","SANDYS ROW","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0E082196-B062-5C09-E063-4704A8C0A10E/current"
"55BDCAE6-C682-521D-E053-6B04A8C0DD7A","35734467","2017-07-03","E1 7HY","O","N","F","","110","MIDDLESEX STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/55BDCAE6-C682-521D-E053-6B04A8C0DD7A/current"
"AE4D86D4-9927-4619-E053-6C04A8C03CD0","194565","2019-10-01","E1 7HY","O","N","L","FOURTH FLOOR WEST","SPITALFIELDS HOUSE 110-114","MIDDLESEX STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/AE4D86D4-9927-4619-E053-6C04A8C03CD0/current"
"EED73E76-A088-6AF3-E053-6C04A8C08ABA","1640000","2022-05-12","E1 7HY","O","N","F","","118","MIDDLESEX STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/EED73E76-A088-6AF3-E053-6C04A8C08ABA/current"
"34222873-2766-4D2B-E063-4704A8C07853","3120000","2024-04-05","E1 7JF","O","N","F","","119 - 121","MIDDLESEX STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-2766-4D2B-E063-4704A8C07853/current"
"404A5AF4-4EC6-CD2B-E050-A8C063055C7B","20000","2016-05-06","E1 7JF","O","N","L","","GROUND FLOOR AND BASEMENT, 119 - 121","MIDDLESEX STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/404A5AF4-4EC6-CD2B-E050-A8C063055C7B/current"
"49E87C32-B719-591C-E063-4704A8C00C31","130000","2024-09-18","E1 7JF","O","N","L","","131","MIDDLESEX STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/49E87C32-B719-591C-E063-4704A8C00C31/current"
"C6209F5F-9807-295E-E053-6C04A8C0DDCC","712000","2021-03-16","E1 7JJ","F","N","L","FLAT 3","ASTRAL HOUSE, 129","MIDDLESEX STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/C6209F5F-9807-295E-E053-6C04A8C0DDCC/current"
"3DCCB7CA-32C9-5B9D-E063-4704A8C0331E","845000","2025-08-12","E1 7JJ","F","N","L","FLAT 7","ASTRAL HOUSE, 129","MIDDLESEX STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-32C9-5B9D-E063-4704A8C0331E/current"
"045A1899-43CA-9A24-E063-4804A8C048EA","1100000","2023-07-28","E1 7LP","O","N","F","","11","ARTILLERY LANE","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/045A1899-43CA-9A24-E063-4804A8C048EA/current"
"F5E8B082-1FD6-3A13-E053-6C04A8C060B7","950000","2022-04-20","E1 7LP","T","N","F","","11","ARTILLERY LANE","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/F5E8B082-1FD6-3A13-E053-6C04A8C060B7/current"
"39140479-3DAF-3206-E050-A8C063057647","1035000","2016-05-24","E1 7LS","F","N","F","FLAT 3","20A","ARTILLERY LANE","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/39140479-3DAF-3206-E050-A8C063057647/current"
"8F1B26BE-954B-53DB-E053-6C04A8C03649","11100000","2019-06-12","E1 7LS","O","N","F","","30","ARTILLERY LANE","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BE-954B-53DB-E053-6C04A8C03649/current"
"64342BFF-37EE-422C-E053-6C04A8C0FB8A","28616","2017-12-18","E1 8AA","O","N","L","","18D","MANSELL STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/64342BFF-37EE-422C-E053-6C04A8C0FB8A/current"
"AC07BBD0-BADE-0445-E053-6C04A8C01E31","30000000","2020-03-27","E1 8AB","O","N","F","FLAT 1","GUINNESS COURT","MANSELL STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/AC07BBD0-BADE-0445-E053-6C04A8C01E31/current"
"CFC9085D-4B26-9A70-E053-6B04A8C09D6A","1500000","2021-06-24","E1 8AH","O","N","F","","STILL & STAR","LITTLE SOMERSET STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/CFC9085D-4B26-9A70-E053-6B04A8C09D6A/current"
"5376B385-B83A-34C1-E053-6B04A8C09FF6","485000","2017-06-09","E1 8BZ","F","N","L","FLAT 10","PROSPERO HOUSE, 6","PORTSOKEN STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/5376B385-B83A-34C1-E053-6B04A8C09FF6/current"
"50D10B84-3D24-B8D0-E063-4704A8C08D98","357400","2026-03-27","E1 8BZ","F","N","L","FLAT 6","PROSPERO HOUSE, 6","PORTSOKEN STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/50D10B84-3D24-B8D0-E063-4704A8C08D98/current"
"EA3278AA-3FB6-2676-E053-6B04A8C015F8","510000","2022-05-23","E1 8BZ","F","N","L","FLAT 7","PROSPERO HOUSE, 6","PORTSOKEN STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/EA3278AA-3FB6-2676-E053-6B04A8C015F8/current"
"A96E4ACC-C8A7-9205-E053-6C04A8C0DA09","1325000","2020-04-14","E1 8RB","O","N","L","BASEMENT AND GROUND FLOOR","MARLYN LODGE","PORTSOKEN STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/A96E4ACC-C8A7-9205-E053-6C04A8C0DA09/current"
"666758D7-8FD5-3363-E053-6B04A8C0D74E","790000","2018-02-16","E1 8RB","O","N","L","BASEMENT AND GROUND FLOOR","MARLYN LODGE","PORTSOKEN STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/666758D7-8FD5-3363-E053-6B04A8C0D74E/current"
"8F1B26BD-45AE-53DB-E053-6C04A8C03649","395000","2019-06-14","E1 8RB","F","N","L","FLAT 109","MARLYN LODGE","PORTSOKEN STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-45AE-53DB-E053-6C04A8C03649/current"
"EC7AD099-FA0C-9200-E053-6C04A8C0E306","450000","2022-09-16","E1 8RB","F","N","L","FLAT 306","MARLYN LODGE","PORTSOKEN STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/EC7AD099-FA0C-9200-E053-6C04A8C0E306/current"
"6B32222D-0091-01F1-E053-6C04A8C0D2C8","460000","2018-03-23","E1 8RB","F","N","L","FLAT 307","MARLYN LODGE","PORTSOKEN STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/6B32222D-0091-01F1-E053-6C04A8C0D2C8/current"
"3B5CE841-61A1-EE3A-E063-4804A8C0D6F1","885000","2025-06-19","E1 8RB","F","N","L","FLAT 601","MARLYN LODGE","PORTSOKEN STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-61A1-EE3A-E063-4804A8C0D6F1/current"
"98C75471-6E4A-72E9-E053-6B04A8C042F0","725000","2019-08-13","E1 8RB","F","N","L","FLAT 601","MARLYN LODGE","PORTSOKEN STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/98C75471-6E4A-72E9-E053-6B04A8C042F0/current"
"6B32222D-008F-01F1-E053-6C04A8C0D2C8","20000","2018-04-04","E1 8RB","O","N","L","PARKING SPACE 17","MARLYN LODGE","PORTSOKEN STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/6B32222D-008F-01F1-E053-6C04A8C0D2C8/current"
"DE2D0CDF-4489-51EE-E053-6C04A8C00671","485000","2022-03-31","E9 5NW","F","N","L","FLAT 106","11","MELDOLA YARD","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/DE2D0CDF-4489-51EE-E053-6C04A8C00671/current"
"4E75C29C-C8FB-8922-E063-4804A8C094D0","585000","2026-02-26","E9 5NW","F","N","L","FLAT 205","11","MELDOLA YARD","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/4E75C29C-C8FB-8922-E063-4804A8C094D0/current"
"0E082196-ADB4-5C09-E063-4704A8C0A10E","495000","2023-05-12","E9 5NW","F","N","L","FLAT 206","11","MELDOLA YARD","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0E082196-ADB4-5C09-E063-4704A8C0A10E/current"
"666758D7-9005-3363-E053-6B04A8C0D74E","3076","2018-01-29","EC1A 2AA","O","N","L","","2 - 5","HOLBORN VIADUCT","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/666758D7-9005-3363-E053-6B04A8C0D74E/current"
"C3C3F9B6-B430-362B-E053-6B04A8C03ACC","6200000","2021-01-28","EC1A 2AY","O","N","L","","6","SNOW HILL","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/C3C3F9B6-B430-362B-E053-6B04A8C03ACC/current"
"09266DDC-4D8F-AF90-E063-4704A8C02087","3050000","2023-03-29","EC1A 2BP","O","N","F","","FITZ-EYLWIN HOUSE, 25","HOLBORN VIADUCT","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/09266DDC-4D8F-AF90-E063-4704A8C02087/current"
"402A3A66-ACA5-A7DF-E063-4804A8C0B80D","60000","2024-09-30","EC1A 2DE","O","N","L","VAULTS","61 - 65","HOLBORN VIADUCT","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-ACA5-A7DF-E063-4804A8C0B80D/current"
"9DBAD222-A2DC-6EB3-E053-6B04A8C0F257","9000000","2019-07-31","EC1A 2DJ","O","N","F","","4","SNOW HILL","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/9DBAD222-A2DC-6EB3-E053-6B04A8C0F257/current"
"B5755FFE-98E7-7D01-E053-6C04A8C036B6","14900000","2020-01-14","EC1A 2DJ","O","N","L","","5","SNOW HILL","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/B5755FFE-98E7-7D01-E053-6C04A8C036B6/current"
"3B7E0B90-B97D-EA99-E050-A8C062057E77","65000","2016-08-01","EC1A 2FD","O","N","L","","60B","HOLBORN VIADUCT","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/3B7E0B90-B97D-EA99-E050-A8C062057E77/current"
"4777E0AF-7774-5D59-E063-4804A8C09F8E","590683","2024-06-03","EC1A 2FG","O","N","L","","ATLANTIC HOUSE, 50","HOLBORN VIADUCT","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-7774-5D59-E063-4804A8C09F8E/current"
"E53EDD2E-9099-83EC-E053-6B04A8C03A59","4800000","2021-12-14","EC1A 4AB","O","N","L","","150","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/E53EDD2E-9099-83EC-E053-6B04A8C03A59/current"
"4777E0AF-9AE4-5D59-E063-4804A8C09F8E","4500000","2025-01-22","EC1A 4HJ","O","N","L","","10","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-9AE4-5D59-E063-4804A8C09F8E/current"
"666758D7-9095-3363-E053-6B04A8C0D74E","5500000","2017-11-07","EC1A 4HT","O","N","L","","160","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/666758D7-9095-3363-E053-6B04A8C0D74E/current"
"666758D7-90C4-3363-E053-6B04A8C0D74E","4000000","2017-11-07","EC1A 4HT","O","N","L","","160","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/666758D7-90C4-3363-E053-6B04A8C0D74E/current"
"965B6D90-F464-95E4-E053-6C04A8C07729","690000","2019-10-07","EC1A 4HU","F","N","L","FLAT 11","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/965B6D90-F464-95E4-E053-6C04A8C07729/current"
"E073986B-83C8-2134-E053-6C04A8C0233B","495000","2020-11-30","EC1A 4HU","F","N","L","FLAT 20","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/E073986B-83C8-2134-E053-6C04A8C0233B/current"
"C6209F5E-D087-295E-E053-6C04A8C0DDCC","685000","2021-01-15","EC1A 4HU","F","N","L","FLAT 24","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/C6209F5E-D087-295E-E053-6C04A8C0DDCC/current"
"3DCCB7CA-A444-5B9D-E063-4704A8C0331E","500000","2024-10-29","EC1A 4HU","F","N","L","FLAT 25","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-A444-5B9D-E063-4704A8C0331E/current"
"75050A84-A838-9A88-E053-6B04A8C02390","725000","2018-07-13","EC1A 4HU","F","N","L","FLAT 26","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/75050A84-A838-9A88-E053-6B04A8C02390/current"
"31C68072-5CDA-FEE3-E063-4804A8C04F37","710000","2025-03-03","EC1A 4HU","F","N","L","FLAT 29","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/31C68072-5CDA-FEE3-E063-4804A8C04F37/current"
"D93B27B0-3355-3100-E053-6C04A8C08887","645000","2021-10-07","EC1A 4HU","F","N","L","FLAT 31","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D93B27B0-3355-3100-E053-6C04A8C08887/current"
"237B17FD-92AC-22AC-E063-4804A8C0EA3A","689250","2024-04-11","EC1A 4HU","F","N","L","FLAT 32","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/237B17FD-92AC-22AC-E063-4804A8C0EA3A/current"
"CD5A9DCB-7D2C-310A-E053-6C04A8C00A1F","515000","2021-04-19","EC1A 4HU","F","N","L","FLAT 33","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/CD5A9DCB-7D2C-310A-E053-6C04A8C00A1F/current"
"25E9DA80-57AD-555E-E063-4704A8C066F2","720000","2024-09-13","EC1A 4HU","F","N","L","FLAT 35","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA80-57AD-555E-E063-4704A8C066F2/current"
"726BF13B-0FC7-0A46-E053-6C04A8C01D0D","750000","2018-06-08","EC1A 4HU","F","N","L","FLAT 37","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/726BF13B-0FC7-0A46-E053-6C04A8C01D0D/current"
"06C9F487-17B1-9388-E063-4804A8C0BD98","773000","2023-08-07","EC1A 4HU","F","N","L","FLAT 45","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/06C9F487-17B1-9388-E063-4804A8C0BD98/current"
"F16F63C5-57FC-0491-E053-6C04A8C032ED","690000","2022-09-16","EC1A 4HU","F","N","L","FLAT 53","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/F16F63C5-57FC-0491-E053-6C04A8C032ED/current"
"09266DDB-7D05-AF90-E063-4704A8C02087","730000","2023-07-06","EC1A 4HU","F","N","L","FLAT 54","LONDON HOUSE, 172","ALDERSGATE STREET","","LONDON","CITY OF LONDON","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-7D05-AF90-E063-4704A8C02087/current"
